,dipole
1383,O=c1[cH-][o+]c(-c2ccccc2)o1
1384,CNC(=O)c1oc(=O)[c-](C(=O)OC)[o+]1
1385,CC(=O)c1[nH+][c-](-c2ccccc2)c(=O)o1
1386,CNC(=O)c1[nH+][c-](C(=O)NC)c(=O)o1
1387,Cc1oc(=O)[cH-][o+]1
1388,CNC(=O)[c-]1[o+]c(C(C)=O)oc1=O
1389,CNC(=O)c1oc(=O)[c-](C#N)[n+]1C
1390,O=c1on[nH+][c-]1-c1ccccc1
1391,Cc1oc(=O)[c-](C)[o+]1
1392,CC(=O)c1oc(=O)[cH-][o+]1
1393,C[n+]1c(-c2ccccc2)oc(=O)[c-]1C#N
1394,CNC(=O)[c-]1[nH+]c(C(=O)OC)oc1=O
1395,COC(=O)c1oc(=O)[n-][n+]1C
1396,CC(=O)[c-]1[o+]coc1=O
1397,C[n+]1c(-c2ccccc2)oc(=O)[c-]1C#N
1398,Cc1oc(=O)[c-](C)[n+]1C
1399,CNC(=O)c1[nH+][c-](C)c(=O)o1
1400,COC(=O)[c-]1c(=O)on[n+]1C
1401,C[n+]1c(C#N)oc(=O)[c-]1-c1ccccc1
1402,Cc1[nH+][c-](C)c(=O)o1
1403,C[c-]1[o+]c(C#N)oc1=O
1404,CC(=O)c1oc(=O)[n-][n+]1C
1405,CNC(=O)c1oc(=O)[c-](-c2ccccc2)[n+]1C
1406,COC(=O)c1oc(=O)[c-](C(=O)OC)[o+]1
1407,CNC(=O)[c-]1[nH+]c(C(C)=O)oc1=O
1408,N#Cc1oc(=O)[c-](-c2ccccc2)[o+]1
1409,C[c-]1[o+]noc1=O
1410,CNC(=O)[c-]1[nH+]coc1=O
1411,CC(=O)c1oc(=O)[c-](C)[n+]1C
1412,O=c1on[o+][c-]1-c1ccccc1
1413,CNC(=O)c1oc(=O)[n-][o+]1
1414,CC(=O)c1oc(=O)[c-](-c2ccccc2)[n+]1C
1415,CC(=O)c1oc(=O)[c-](C)[n+]1C
1416,COC(=O)[c-]1[nH+]c(C)oc1=O
1417,Cc1[nH+][c-](-c2ccccc2)c(=O)o1
1418,CNC(=O)c1oc(=O)[c-](C(=O)NC)[o+]1
1419,CC(=O)c1[nH+][c-](C(C)=O)c(=O)o1
1420,CC(=O)c1oc(=O)[c-](C(C)=O)[o+]1
1421,CNC(=O)[c-]1[nH+]coc1=O
1422,C[c-]1[o+]c(-c2ccccc2)oc1=O
1423,COC(=O)[c-]1[nH+]c(-c2ccccc2)oc1=O
1424,COC(=O)[c-]1c(=O)oc(-c2ccccc2)[n+]1C
1425,COC(=O)c1oc(=O)[c-](C(=O)OC)[n+]1C
1426,C[n+]1c(-c2ccccc2)oc(=O)[c-]1-c1ccccc1
1427,CC(=O)c1[nH+][c-](-c2ccccc2)c(=O)o1
1428,Cc1oc(=O)[cH-][n+]1C
1429,COC(=O)c1oc(=O)[cH-][n+]1C
1430,COC(=O)c1oc(=O)[c-](C#N)[n+]1C
1431,COC(=O)c1oc(=O)[n-][o+]1
1432,Cc1[nH+][c-](C#N)c(=O)o1
1433,COC(=O)[c-]1[nH+]c(C)oc1=O
1434,CNC(=O)[c-]1[nH+]coc1=O
1435,N#C[c-]1[o+]c(-c2ccccc2)oc1=O
1436,C[c-]1c(=O)oc(-c2ccccc2)[n+]1C
1437,Cc1[nH+][c-](-c2ccccc2)c(=O)o1
1438,N#C[c-]1[o+]c(-c2ccccc2)oc1=O
1439,CC(=O)c1oc(=O)[c-](C)[n+]1C
1440,CNC(=O)[c-]1[o+]noc1=O
1441,CNC(=O)[c-]1c(=O)oc(C(C)=O)[n+]1C
1442,C[n+]1[cH-]c(=O)oc1-c1ccccc1
1443,Cc1oc(=O)[n-][n+]1C
1444,CC(=O)c1oc(=O)[c-](-c2ccccc2)[n+]1C
1445,CNC(=O)[c-]1c(=O)on[n+]1C
1446,CNC(=O)[c-]1[nH+]c(C)oc1=O
1447,Cc1oc(=O)[c-](-c2ccccc2)[o+]1
1448,O=c1[n-][o+]c(-c2ccccc2)o1
1449,N#C[c-]1[o+]c(-c2ccccc2)oc1=O
1450,CNC(=O)[c-]1[o+]c(C(=O)OC)oc1=O
1451,CC(=O)[c-]1[o+]c(-c2ccccc2)oc1=O
1452,COC(=O)[c-]1c(=O)oc(C#N)[n+]1C
1453,CNC(=O)c1oc(=O)[c-](-c2ccccc2)[o+]1
1454,COC(=O)[c-]1[o+]coc1=O
1455,CC(=O)c1oc(=O)[cH-][o+]1
1456,N#C[c-]1[o+]c(-c2ccccc2)oc1=O
1457,CNC(=O)[c-]1c(=O)oc(C)[n+]1C
1458,CC(=O)[c-]1[nH+]noc1=O
1459,COC(=O)c1oc(=O)[c-](C)[o+]1
1460,CNC(=O)c1oc(=O)[c-](C(=O)NC)[o+]1
1461,COC(=O)c1oc(=O)[c-](C#N)[n+]1C
1462,CNC(=O)[c-]1[nH+]c(C)oc1=O
1463,CNC(=O)[c-]1c(=O)oc(C#N)[n+]1C
1464,COC(=O)[c-]1[nH+]coc1=O
1465,C[c-]1[o+]c(-c2ccccc2)oc1=O
1466,C[n+]1c(C#N)oc(=O)[c-]1-c1ccccc1
1467,CNC(=O)c1[nH+][cH-]c(=O)o1
1468,O=c1on[nH+][c-]1-c1ccccc1
1469,CC(=O)[c-]1[nH+]c(C)oc1=O
1470,CC(=O)c1oc(=O)[n-][n+]1C
1471,C[c-]1c(=O)on[n+]1C
1472,CC(=O)c1[nH+][cH-]c(=O)o1
1473,CC(=O)c1[nH+][cH-]c(=O)o1
1474,CC(=O)c1oc(=O)[c-](C(C)=O)[n+]1C
1475,COC(=O)c1oc(=O)[c-](-c2ccccc2)[o+]1
1476,COC(=O)c1[nH+][c-](C#N)c(=O)o1
1477,COC(=O)c1oc(=O)[c-](-c2ccccc2)[n+]1C
1478,CNC(=O)[c-]1[nH+]c(-c2ccccc2)oc1=O
1479,CNC(=O)[c-]1[o+]c(C(=O)OC)oc1=O
1480,C[n+]1[cH-]c(=O)oc1-c1ccccc1
1481,CNC(=O)[c-]1c(=O)oc(-c2ccccc2)[n+]1C
1482,C[c-]1[nH+]c(-c2ccccc2)oc1=O
1483,CNC(=O)[c-]1[o+]c(C#N)oc1=O
1484,CNC(=O)[c-]1[nH+]c(C(C)=O)oc1=O
1485,CNC(=O)c1oc(=O)[c-](C(=O)OC)[n+]1C
1486,O=c1[n-][o+]c(-c2ccccc2)o1
1487,CNC(=O)[c-]1[o+]c(C#N)oc1=O
1488,CNC(=O)[c-]1[nH+]coc1=O
1489,CC(=O)[c-]1c(=O)oc(C#N)[n+]1C
1490,CNC(=O)[c-]1c(=O)oc[n+]1C
1491,COC(=O)c1oc(=O)[c-](C(C)=O)[o+]1
1492,CNC(=O)[c-]1[nH+]c(C)oc1=O
1493,COC(=O)[c-]1[o+]c(-c2ccccc2)oc1=O
1494,COC(=O)[c-]1c(=O)oc(C(C)=O)[n+]1C
1495,CNC(=O)c1oc(=O)[c-](-c2ccccc2)[o+]1
1496,COC(=O)[c-]1c(=O)oc[n+]1C
1497,CC(=O)[c-]1[o+]c(-c2ccccc2)oc1=O
1498,Cc1oc(=O)[c-](C)[n+]1C
1499,N#C[c-]1[o+]c(-c2ccccc2)oc1=O
