,dipole
879,CNC(=O)C(=[NH+][C-](C)C(C)=O)c1ccccc1
880,CNC(=O)C(=[O+][NH-])C(=O)NC
881,CNC(=O)C(=[O+][C-](C(C)=O)c1ccccc1)C(=O)NC
882,CC(=O)C=[N+](C)[CH-]C#N
883,COC(=O)C(=[O+][C-](C#N)C(=O)OC)c1ccccc1
884,CC(=O)[N-][NH+]=C(C(C)=O)C(C)=O
885,CNC(=O)[C-]([O+]=CC#N)C(=O)NC
886,CNC(=O)C(=[NH+][CH-]C(C)=O)C(=O)NC
887,CC(C)=[N+](C)[C-](c1ccccc1)c1ccccc1
888,N#CC=[O+][CH-]c1ccccc1
889,CNC(=O)C=[O+][CH-]c1ccccc1
890,CC(=O)[C-]([NH+]=C(C#N)c1ccccc1)C(C)=O
891,CC=[O+][CH-]C(C)=O
892,CNC(=O)C(=[O+][C-](C(C)=O)c1ccccc1)c1ccccc1
893,CC(C#N)=[NH+][N-]C#N
894,COC(=O)[C-](c1ccccc1)[N+](C)=CC(C)=O
895,CC(=O)N=[N+](C)[N-]c1ccccc1
896,CNC(=O)[C-]([O+]=C(C(=O)OC)C(=O)OC)c1ccccc1
897,CNC(=O)[C-]([NH+]=C(c1ccccc1)c1ccccc1)C(=O)OC
898,COC(=O)C(=[NH+][N-]C#N)c1ccccc1
899,COC(=O)C(C#N)=[NH+][C-](C(C)=O)C(C)=O
900,CC(C)=[N+](C)[O-]
901,C[CH-][O+]=CC(=O)NC
902,C=[N+](C)[CH-]C(C)=O
903,CC(c1ccccc1)=[N+](C)[NH-]
904,C[N+](=N)[N-]c1ccccc1
905,CNC(=O)[C-]([NH+]=CC(C)=O)C(C)=O
906,CNC(=O)C(=[NH+][C-](C(=O)NC)C(=O)NC)C(C)=O
907,COC(=O)C(C#N)=[NH+][C-](C)c1ccccc1
908,N#C[C-]([O+]=C(c1ccccc1)c1ccccc1)c1ccccc1
909,CNC(=O)C(C)=[N+](C)[C-](C#N)C#N
910,CNC(=O)C=[O+][C-](C(=O)NC)C(=O)OC
911,COC(=O)C(C#N)=[O+][C-](c1ccccc1)c1ccccc1
912,CC(c1ccccc1)=[N+](C)[C-](c1ccccc1)c1ccccc1
913,CNC(=O)C(C#N)=[NH+][C-](C#N)C(C)=O
914,CC=[N+](C)[C-](C)C#N
915,CNC(=O)C(C)=[NH+][C-](c1ccccc1)c1ccccc1
916,C=[N+](C)[C-](C(=O)NC)c1ccccc1
917,C[CH-][O+]=C(C)C#N
918,CNC(=O)C(C(=O)OC)=[N+](C)[C-](C)C#N
919,CNC(=O)[C-](C)[N+](C)=C(C(C)=O)c1ccccc1
920,CC=[O+][C-](C)C#N
921,CC=[NH+][N-]C
922,CC=[NH+][N-]C(=O)OC
923,CC=[NH+][C-](C)C(=O)OC
924,CC(=O)C=[NH+][C-](C#N)c1ccccc1
925,COC(=O)[CH-][N+](C)=C(C#N)C(C)=O
926,COC(=O)N=[O+][O-]
927,[CH2-][N+](C)=C(C)c1ccccc1
928,CNC(=O)[C-]([O+]=C(C)c1ccccc1)C(=O)NC
929,CNC(=O)[C-]([NH+]=Cc1ccccc1)c1ccccc1
930,CC(=O)C(=[O+][C-](c1ccccc1)c1ccccc1)C(C)=O
931,CNC(=O)C(C(=O)OC)=[N+](C)[C-](c1ccccc1)c1ccccc1
932,CC(=O)N=[N+](C)[N-]C#N
933,COC(=O)C(C#N)=[NH+][C-](C(=O)OC)c1ccccc1
934,COC(=O)[C-](c1ccccc1)[N+](C)=CC#N
935,CNC(=O)[C-]([NH+]=C(C#N)C#N)C(=O)OC
936,COC(=O)C(C#N)=[O+][C-](C#N)C(=O)OC
937,CC(C#N)=[N+](C)[CH-]c1ccccc1
938,CNC(=O)C(C)=[NH+][N-]c1ccccc1
939,C[N+](=Cc1ccccc1)[N-]c1ccccc1
940,CNC(=O)C(=[NH+][C-](C)C#N)C(=O)OC
941,CNC(=O)[C-](C#N)[N+](C)=Cc1ccccc1
942,COC(=O)C(=[O+][C-](C)c1ccccc1)C(=O)OC
943,CNC(=O)[CH-][NH+]=C(C(C)=O)c1ccccc1
944,COC(=O)C(C(=O)OC)=[N+](C)[C-](C)C(C)=O
945,CC=[NH+][C-](C)C(C)=O
946,COC(=O)[CH-][NH+]=C(C(C)=O)C(C)=O
947,CN=[O+][N-]C#N
948,CNC(=O)[C-]([NH+]=CC(C)=O)c1ccccc1
949,CNC(=O)C(C)=[O+][C-](C(C)=O)C(=O)OC
950,CNC(=O)[N-][N+](C)=CC(C)=O
951,COC(=O)[C-](C)[N+](C)=C(C#N)c1ccccc1
952,COC(=O)C(C)=[O+][CH-]C#N
953,COC(=O)[C-]([O+]=C(c1ccccc1)c1ccccc1)C(C)=O
954,[CH2-][N+](C)=C(C(C)=O)c1ccccc1
955,c1ccc([CH-][NH+]=C(c2ccccc2)c2ccccc2)cc1
956,CNC(=O)[C-](C(=O)NC)[N+](C)=C(C)C
957,CC(=O)C=[N+](C)[C-](C)C
958,CNC(=O)[C-]([NH+]=C(C#N)C#N)C(=O)NC
959,COC(=O)C=[O+][CH-]C(C)=O
960,CNC(=O)[C-](C)[NH+]=CC#N
961,CNC(=O)[C-](C#N)[NH+]=C(C)C#N
962,CNC(=O)[C-]([NH+]=C(C(=O)OC)c1ccccc1)c1ccccc1
963,N#CC(=[O+][CH-]c1ccccc1)c1ccccc1
964,CNC(=O)[C-]([O+]=C(C)c1ccccc1)C(=O)NC
965,COC(=O)C(C(=O)OC)=[N+](C)[N-]C#N
966,COC(=O)C(C(=O)OC)=[N+](C)[C-](C(C)=O)C(=O)OC
967,CNC(=O)[C-](C(C)=O)[N+](C)=C(C)C(=O)OC
968,COC(=O)[CH-][N+](C)=C(C(=O)OC)C(=O)OC
969,N#C[C-]([NH+]=C(c1ccccc1)c1ccccc1)c1ccccc1
970,CNC(=O)C=[N+](C)[C-](C)C(=O)NC
971,CNC(=O)[C-](C)[N+](C)=C(C(=O)OC)c1ccccc1
972,CNC(=O)C(C#N)=[N+](C)[C-](C(C)=O)C(C)=O
973,COC(=O)C(C)=[N+](C)[CH-]C#N
974,[CH2-][NH+]=C(C)C(=O)OC
975,C[N+]([NH-])=C(C#N)c1ccccc1
976,N#CC(C#N)=[O+][C-](C#N)c1ccccc1
977,COC(=O)C=[N+](C)[C-](C#N)C#N
978,CC(=O)C=[O+][C-](C)C
979,CC(=O)[C-](C#N)[N+](C)=C(C)C
980,CNC(=O)[CH-][O+]=C(C)C(=O)OC
981,CC=[N+](C)[C-](C)c1ccccc1
982,CC(=O)[C-](C#N)[N+](C)=C(C#N)C#N
983,C[CH-][NH+]=C(C)C#N
984,CNC(=O)C(C(C)=O)=[N+](C)[O-]
985,[CH2-][O+]=CC(C)=O
986,[CH2-][O+]=C(C(=O)NC)c1ccccc1
987,CNC(=O)C(c1ccccc1)=[N+](C)[CH-]C(C)=O
988,C[N-][O+]=C(c1ccccc1)c1ccccc1
989,CNC(=O)C(=[O+][CH-]C(=O)OC)C(C)=O
990,CNC(=O)C(C#N)=[N+](C)[C-](C(C)=O)C(=O)NC
991,CNC(=O)C(C)=[O+][C-](C(C)=O)C(=O)OC
992,C=[O+][C-](C(C)=O)C(C)=O
993,CC(=O)N=[N+](C)[N-]C(C)=O
994,COC(=O)C=[NH+][C-](C)C
995,CC(=O)C(C(C)=O)=[N+](C)[C-](C(C)=O)c1ccccc1
996,COC(=O)[C-](c1ccccc1)[N+](C)=C(C(C)=O)c1ccccc1
997,COC(=O)C=[O+][C-](C)C(=O)OC
998,CNC(=O)C(C#N)=[O+][CH-]c1ccccc1
999,CC(=O)C=[NH+][C-](c1ccccc1)c1ccccc1
1000,CC#[N+][C-](C#N)c1ccccc1
1001,CC(=O)C#[N+][C-](C)C(C)=O
1002,CNC(=O)[C-](C)[N+]#CC#N
1003,C#[N+][C-](C(C)=O)C(=O)NC
1004,CNC(=O)[C-]([N+]#CC(C)=O)C(=O)OC
1005,COC(=O)C#[N+][C-](C(C)=O)c1ccccc1
1006,C#[N+][C-](C(=O)NC)c1ccccc1
1007,N#C[N-][N+]#Cc1ccccc1
1008,COC(=O)C#[N+][C-](C#N)C(C)=O
1009,CNC(=O)C#[N+][C-](C#N)C(=O)OC
1010,COC(=O)C#[N+][C-](C)C#N
1011,CNC(=O)[C-]([N+]#CC#N)C(=O)NC
1012,CC(=O)C#[N+][C-](C(C)=O)C(C)=O
1013,N#CC#[N+][C-](c1ccccc1)c1ccccc1
1014,COC(=O)C#[N+][C-](C(=O)OC)c1ccccc1
1015,CC(=O)C#[N+][N-]C#N
1016,CNC(=O)C#[N+][C-](C)C#N
1017,C[N-][N+]#N
1018,COC(=O)C#[N+][C-](C(C)=O)C(=O)OC
1019,CC#[N+][C-](C#N)C(=O)OC
1020,COC(=O)[C-](C#N)[N+]#CC(C)=O
1021,CC(=O)C#[N+][C-](C)c1ccccc1
1022,COC(=O)C#[N+][C-](C)C(=O)OC
1023,COC(=O)[C-]([N+]#CC(C)=O)C(=O)OC
1024,COC(=O)[C-]([N+]#CC(C)=O)c1ccccc1
1025,CC#[N+][N-]C(C)=O
1026,CNC(=O)C#[N+][C-](c1ccccc1)c1ccccc1
1027,C#[N+][C-](C#N)C(=O)NC
1028,CNC(=O)[C-]([N+]#CC(C)=O)c1ccccc1
1029,CNC(=O)[C-]([N+]#CC(=O)OC)C(=O)NC
1030,CC(=O)[N-][N+]#Cc1ccccc1
1031,CC#[N+][CH-]C(C)=O
1032,CC#[N+][C-](C(C)=O)C(C)=O
1033,CNC(=O)[C-]([N+]#CC(C)=O)C(=O)NC
1034,COC(=O)C#[N+][C-](C(=O)OC)c1ccccc1
1035,COC(=O)C#[N+][C-](C#N)c1ccccc1
1036,CNC(=O)C#[N+][C-](C)C(=O)NC
1037,[CH2-][N+]#Cc1ccccc1
1038,CNC(=O)[CH-][N+]#N
1039,CC#[N+][C-](C#N)C(C)=O
1040,[NH-][N+]#Cc1ccccc1
1041,COC(=O)C#[N+][C-](C#N)C(C)=O
1042,C(#[N+][N-]c1ccccc1)c1ccccc1
1043,CNC(=O)C#[N+][N-]C(=O)NC
1044,CNC(=O)[CH-][N+]#CC(=O)OC
1045,CNC(=O)C#[N+][C-](C(=O)NC)C(=O)NC
1046,CC(=O)C#[N+][C-](C(C)=O)c1ccccc1
1047,CC(=O)C#[N+][O-]
1048,CC(=O)[C-]([N+]#Cc1ccccc1)c1ccccc1
1049,COC(=O)[C-]([N+]#CC(C)=O)C(C)=O
1050,C#[N+][C-](c1ccccc1)c1ccccc1
1051,C(#[N+][C-](c1ccccc1)c1ccccc1)c1ccccc1
1052,C[C-](C)[N+]#N
1053,CNC(=O)[C-]([N+]#CC(C)=O)c1ccccc1
1054,CNC(=O)[C-]([N+]#CC(C)=O)C(C)=O
1055,CNC(=O)C#[N+][C-](C(=O)NC)c1ccccc1
1056,CNC(=O)[C-]([N+]#CC(=O)OC)C(=O)OC
1057,CNC(=O)C#[N+][NH-]
1058,C[N-][N+]#CC(=O)NC
1059,COC(=O)C#[N+][C-](C#N)C(=O)OC
1060,C#[N+][C-](C)C(=O)OC
1061,N#CC#[N+][C-](C#N)c1ccccc1
1062,COC(=O)[C-]([N+]#CC(C)=O)C(C)=O
1063,CC#[N+][C-](C#N)C(C)=O
1064,N#C[CH-][N+]#Cc1ccccc1
1065,CC(=O)[C-]([N+]#Cc1ccccc1)c1ccccc1
1066,C[CH-][N+]#CC(=O)NC
1067,COC(=O)C#[N+][C-](C)c1ccccc1
1068,CC(=O)C#[N+][N-]C#N
1069,CNC(=O)[C-]([N+]#CC(=O)OC)C(C)=O
1070,CC#[N+][NH-]
1071,COC(=O)[C-]([N+]#CC(C)=O)C(C)=O
1072,CC#[N+][C-](C(C)=O)C(=O)OC
1073,COC(=O)[C-](C)[N+]#N
1074,CNC(=O)C#[N+][C-](c1ccccc1)c1ccccc1
1075,CNC(=O)[C-](C)[N+]#Cc1ccccc1
1076,CNC(=O)[CH-][N+]#CC#N
1077,C#[N+][C-](C#N)c1ccccc1
1078,COC(=O)C#[N+][CH-]c1ccccc1
1079,CNC(=O)[C-]([N+]#Cc1ccccc1)C(=O)NC
1080,CNC(=O)[N-][N+]#N
1081,C[C-]([N+]#Cc1ccccc1)c1ccccc1
1082,[CH2-][N+]#CC
1083,C#[N+][C-](C#N)C(C)=O
1084,[CH2-][N+]#CC(=O)NC
1085,CNC(=O)C#[N+][C-](c1ccccc1)c1ccccc1
1086,C#[N+][N-]C(=O)OC
1087,N#C[C-]([N+]#N)c1ccccc1
1088,C#[N+][C-](C)C(=O)NC
1089,COC(=O)C#[N+][C-](C)C(=O)OC
1090,CNC(=O)C#[N+][C-](C(C)=O)c1ccccc1
1091,CNC(=O)C#[N+][C-](C#N)C(C)=O
1092,C#[N+][C-](C)C(C)=O
1093,CNC(=O)[N-][N+]#CC(=O)OC
1094,COC(=O)[N-][N+]#CC(C)=O
1095,CNC(=O)[C-](C#N)[N+]#N
1096,[CH2-][N+]#CC(=O)NC
1097,CC(=O)C#[N+][N-]C(C)=O
1098,C[N-][N+]#CC(=O)NC
1099,CNC(=O)C#[N+][C-](C(C)=O)c1ccccc1
1100,C#[N+][C-](C(=O)NC)C(=O)NC
1101,COC(=O)[CH-][N+]#Cc1ccccc1
1102,COC(=O)[C-]([N+]#CC(C)=O)C(C)=O
1103,CC#[N+][C-](C)C(=O)NC
1104,CC#[N+][C-](C#N)C#N
1105,[CH2-][N+]#Cc1ccccc1
1106,CNC(=O)[C-]([N+]#CC(C)=O)C(=O)OC
1107,COC(=O)[C-]([N+]#CC#N)c1ccccc1
1108,CNC(=O)C#[N+][CH-]C(C)=O
1109,CC(=O)C#[N+][CH-]c1ccccc1
1110,C[C-](C#N)[N+]#N
1111,CNC(=O)[C-]([N+]#Cc1ccccc1)C(=O)OC
1112,N#CC#[N+][CH-]c1ccccc1
1113,CNC(=O)[C-]([N+]#Cc1ccccc1)C(=O)OC
1114,[CH2-][N+]#CC(=O)NC
1115,COC(=O)[C-]([N+]#CC#N)C(=O)OC
1116,CC#[N+][CH-]C(C)=O
1117,C[C-]([N+]#Cc1ccccc1)c1ccccc1
1118,C(#[N+][N-]c1ccccc1)c1ccccc1
1119,COC(=O)[C-](C#N)[N+]#Cc1ccccc1
1120,CNC(=O)C#[N+][C-](C(=O)OC)c1ccccc1
1121,CC(=O)[N-][N+]#Cc1ccccc1
1122,CC(=O)[CH-][N+]#Cc1ccccc1
1123,C[C-](C#N)[N+]#CC#N
1124,CNC(=O)[C-]([N+]#CC(C)=O)C(C)=O
1125,COC(=O)[N-][N+]#CC#N
1126,CNC(=O)C#[N+][C-](C)C(=O)OC
1127,CC(=O)[C-]([N+]#Cc1ccccc1)C(C)=O
1128,CNC(=O)[C-]([N+]#N)C(=O)OC
1129,COC(=O)[C-](C#N)[N+]#CC(C)=O
1130,CNC(=O)[N-][N+]#Cc1ccccc1
1131,C[CH-][N+]#CC(C)=O
1132,CNC(=O)C#[N+][N-]C#N
1133,C#[N+][CH-]c1ccccc1
1134,C#[N+][C-](C(C)=O)C(=O)NC
1135,C(#[N+][C-](c1ccccc1)c1ccccc1)c1ccccc1
1136,C#[N+][C-](C(C)=O)C(=O)OC
1137,CC#[N+][C-](C)c1ccccc1
1138,CNC(=O)C#[N+][C-](C(=O)NC)C(=O)OC
1139,C#[N+][C-](C)C(=O)NC
1140,CNC(=O)C#[N+][C-](C(=O)NC)C(=O)NC
1141,COC(=O)[N-][N+]#CC(C)=O
1142,CC#[N+][CH-]C
1143,CNC(=O)C#[N+][C-](C)C(C)=O
1144,C[N-][N+]#CC#N
1145,COC(=O)[C-](C#N)[N+]#CC#N
1146,CC#[N+][C-](C#N)C(=O)OC
1147,C#[N+][CH-]c1ccccc1
1148,C#[N+][N-]C(C)=O
1149,CNC(=O)[CH-][N+]#CC#N
1150,CC(=O)[C-]([N+]#Cc1ccccc1)C(C)=O
1151,C#[N+][C-](C)C(C)=O
1152,CC(=O)[C-](C)[N+]#N
1153,CC#[N+][C-](C(C)=O)C(=O)OC
1154,CC(=O)C#[N+][CH-]C(C)=O
1155,CC(=O)C#[N+][C-](C(C)=O)C(C)=O
1156,CC#[N+][C-](C#N)c1ccccc1
1157,C#[N+][CH-]C(C)=O
1158,CNC(=O)C#[N+][C-](C#N)C(=O)NC
1159,COC(=O)C#[N+][C-](C)C(C)=O
1160,CC#[N+][N-]C(=O)NC
1161,CC#[N+][C-](C)C(C)=O
1162,CC(=O)C#[N+][O-]
1163,CC(=O)C#[N+][C-](C)C
1164,CC#[N+][C-](C#N)C#N
1165,CNC(=O)[C-](C#N)[N+]#Cc1ccccc1
1166,CC(=O)C#[N+][C-](C(C)=O)C(C)=O
1167,CNC(=O)C#[N+][N-]C#N
1168,CNC(=O)[C-]([N+]#N)c1ccccc1
1169,CNC(=O)C#[N+][N-]C#N
1170,CNC(=O)[C-]([N+]#CC(C)=O)C(C)=O
1171,CC#[N+][C-](C(=O)NC)C(=O)OC
1172,COC(=O)[CH-][N+]#N
1173,C[C-]([N+]#Cc1ccccc1)c1ccccc1
1174,CC#[N+][C-](C(=O)NC)c1ccccc1
1175,COC(=O)C#[N+][NH-]
1176,CNC(=O)C#[N+][N-]c1ccccc1
1177,CC#[N+][C-](C)C
1178,C[CH-][N+]#CC(C)=O
1179,COC(=O)[C-]([N+]#N)C(C)=O
1180,CNC(=O)C#[N+][N-]C#N
1181,CC(=O)[N-][N+]#CC#N
1182,CC#[N+][O-]
1183,CNC(=O)C#[N+][C-](C(=O)NC)C(=O)NC
1184,COC(=O)[C-]([N+]#Cc1ccccc1)c1ccccc1
1185,COC(=O)C#[N+][C-](C(C)=O)C(C)=O
1186,COC(=O)[C-]([N+]#N)c1ccccc1
1187,C[C-]([N+]#CC#N)c1ccccc1
1188,CC(=O)C#[N+][C-](C#N)C#N
1189,C[C-]([N+]#CC#N)c1ccccc1
1190,C[CH-][N+]#CC(C)=O
1191,C#[N+][C-](C(C)=O)c1ccccc1
1192,C#[N+][C-](c1ccccc1)c1ccccc1
1193,CC(=O)C#[N+][NH-]
1194,CC#[N+][N-]C#N
1195,CC#[N+][C-](C(=O)NC)C(=O)NC
1196,N#CC#[N+][CH-]c1ccccc1
1197,N#C[N-][N+]#Cc1ccccc1
1198,COC(=O)[N-][N+]#N
1199,CNC(=O)[C-](C#N)[N+]#Cc1ccccc1
1200,CC#[N+][C-](c1ccccc1)c1ccccc1
1201,CNC(=O)[N-][N+]#N
1202,CC#[N+][CH-]C(=O)OC
1203,CNC(=O)[C-](C#N)[N+]#CC#N
1204,CC(=O)C#[N+][C-](C#N)C(C)=O
1205,COC(=O)C#[N+][C-](C#N)C(C)=O
1206,C[C-](C)[N+]#CC#N
1207,COC(=O)[C-](C)[N+]#N
1208,C#[N+][CH-]C(C)=O
1209,CC(=O)C#[N+][CH-]C#N
1210,COC(=O)[C-]([N+]#CC(C)=O)c1ccccc1
1211,CNC(=O)C#[N+][C-](C(C)=O)C(=O)NC
1212,CC(=O)C#[N+][C-](C)C
1213,COC(=O)[C-]([N+]#Cc1ccccc1)c1ccccc1
1214,C#[N+][C-](C(=O)OC)C(=O)OC
1215,CNC(=O)C#[N+][C-](C)C(=O)NC
1216,N#CC#[N+][C-](c1ccccc1)c1ccccc1
1217,C#[N+][C-](C(=O)NC)c1ccccc1
1218,COC(=O)C#[N+][N-]C(=O)OC
1219,CNC(=O)C#[N+][N-]c1ccccc1
1220,COC(=O)[N-][N+]#N
1221,CNC(=O)C#[N+][C-](C)C
1222,C[N-][N+]#CC(C)=O
1223,N#[N+][CH-]c1ccccc1
1224,CNC(=O)[N-][N+]#Cc1ccccc1
1225,CNC(=O)C#[N+][O-]
1226,C[C-](C#N)[N+]#Cc1ccccc1
1227,CC#[N+][C-](C(=O)NC)C(=O)NC
1228,CC(=O)C#[N+][C-](C(C)=O)C(C)=O
1229,COC(=O)[C-]([N+]#CC(C)=O)C(C)=O
1230,COC(=O)C#[N+][C-](C#N)C(C)=O
1231,N#C[C-](C#N)[N+]#Cc1ccccc1
1232,CC#[N+][CH-]C
1233,CNC(=O)[C-]([N+]#N)C(=O)NC
1234,COC(=O)C#[N+][C-](C)c1ccccc1
1235,C[N-][N+]#CC(C)=O
1236,COC(=O)[CH-][N+]#CC#N
1237,CNC(=O)C#[N+][C-](C(C)=O)C(C)=O
1238,C#[N+][C-](C)C#N
1239,CC(=O)C#[N+][N-]C(C)=O
1240,CC#[N+][CH-]c1ccccc1
1241,C#[N+][C-](C)C#N
1242,CNC(=O)[C-](C#N)[N+]#CC(=O)OC
1243,C#[N+][C-](C(C)=O)C(=O)NC
1244,CNC(=O)[C-]([N+]#CC#N)c1ccccc1
1245,COC(=O)C#[N+][C-](C(C)=O)C(C)=O
1246,C[N-][N+]#CC(=O)OC
1247,C#[N+][CH-]C(=O)OC
1248,CC#[N+][C-](C#N)C(=O)NC
1249,CC#[N+][N-]C(=O)NC
1250,C[C-](C)[N+]#Cc1ccccc1
1251,CNC(=O)C#[N+][C-](C)c1ccccc1
1252,C[CH-][N+]#N
1253,C[C-](C)[N+]#N
1254,CC(=O)C#[N+][CH-]c1ccccc1
1255,CNC(=O)[C-]([N+]#CC(=O)OC)C(=O)NC
1256,CC#[N+][CH-]C(=O)OC
1257,CC(=O)C#[N+][C-](C#N)C(C)=O
1258,CNC(=O)[C-]([N+]#CC(=O)OC)c1ccccc1
1259,C[C-]([N+]#N)c1ccccc1
1260,CC(=O)[C-]([N+]#CC#N)c1ccccc1
1261,COC(=O)[CH-][N+]#N
1262,N#CC#[N+][N-]c1ccccc1
1263,COC(=O)[N-][N+]#CC#N
1264,COC(=O)C#[N+][C-](C)c1ccccc1
1265,COC(=O)C#[N+][C-](C(=O)OC)C(=O)OC
1266,C#[N+][C-](C(=O)OC)C(=O)OC
1267,CC#[N+][C-](C(=O)NC)c1ccccc1
1268,COC(=O)[C-](C#N)[N+]#N
1269,COC(=O)C#[N+][C-](C)C(C)=O
1270,CNC(=O)[C-]([N+]#N)C(C)=O
1271,COC(=O)[C-](C)[N+]#CC(C)=O
1272,CNC(=O)[C-]([N+]#CC#N)C(=O)NC
1273,CNC(=O)[C-]([N+]#CC#N)c1ccccc1
1274,C[N-][N+]#CC(=O)OC
1275,CNC(=O)[C-](C#N)[N+]#Cc1ccccc1
1276,C#[N+][N-]C(C)=O
1277,CNC(=O)C#[N+][N-]C#N
1278,CNC(=O)[N-][N+]#CC(=O)OC
1279,N#[N+][C-](c1ccccc1)c1ccccc1
1280,CC#[N+][CH-]C#N
1281,COC(=O)C#[N+][C-](C)C(C)=O
1282,CNC(=O)[C-]([N+]#CC(=O)OC)C(=O)NC
1283,COC(=O)C#[N+][C-](C)C
1284,N#C[C-]([N+]#Cc1ccccc1)c1ccccc1
1285,C[C-]([N+]#N)c1ccccc1
1286,CNC(=O)[CH-][N+]#Cc1ccccc1
1287,CNC(=O)[C-]([N+]#CC(C)=O)C(C)=O
1288,C#[N+][C-](C)C#N
1289,CC(=O)[CH-][N+]#Cc1ccccc1
1290,CNC(=O)C#[N+][C-](C#N)c1ccccc1
1291,CNC(=O)[CH-][N+]#CC(C)=O
1292,CNC(=O)C#[N+][CH-]c1ccccc1
1293,CNC(=O)[CH-][N+]#CC(=O)OC
1294,C#[N+][C-](C)C(=O)NC
1295,CC#[N+][C-](C(=O)NC)C(=O)OC
1296,[CH2-][N+]#CC
1297,[NH-][N+]#Cc1ccccc1
1298,N#C[CH-][N+]#Cc1ccccc1
1299,CNC(=O)[N-][N+]#CC(C)=O
1300,CNC(=O)c1oc(=O)[cH-][n+]1C
1301,COC(=O)c1oc(=O)[c-](C(=O)OC)[o+]1
1302,COC(=O)[c-]1c(=O)oc[n+]1C
1303,CNC(=O)[c-]1[o+]coc1=O
1304,C[c-]1c(=O)oc(C#N)[n+]1C
1305,COC(=O)[c-]1[o+]c(C#N)oc1=O
1306,Cc1oc(=O)[cH-][o+]1
1307,CC(=O)[c-]1c(=O)oc(-c2ccccc2)[n+]1C
1308,COC(=O)c1[nH+][c-](-c2ccccc2)c(=O)o1
1309,CC(=O)[c-]1[o+]c(C)oc1=O
1310,CNC(=O)[c-]1c(=O)oc(C#N)[n+]1C
1311,CNC(=O)c1oc(=O)[n-][o+]1
1312,CNC(=O)c1[nH+][c-](C(=O)NC)c(=O)o1
1313,CNC(=O)c1oc(=O)[c-](-c2ccccc2)[o+]1
1314,CNC(=O)c1[nH+][c-](-c2ccccc2)c(=O)o1
1315,CC(=O)[c-]1c(=O)oc[n+]1C
1316,CC(=O)c1oc(=O)[c-](C#N)[n+]1C
1317,C[c-]1c(=O)oc[n+]1C
1318,Cc1[nH+][c-](C)c(=O)o1
1319,COC(=O)c1[nH+][c-](C#N)c(=O)o1
1320,Cc1[nH+][cH-]c(=O)o1
1321,CNC(=O)c1oc(=O)[c-](C(=O)NC)[n+]1C
1322,CC(=O)c1oc(=O)[c-](C)[n+]1C
1323,COC(=O)c1[nH+][cH-]c(=O)o1
1324,CNC(=O)[c-]1[nH+]c(C#N)oc1=O
1325,COC(=O)[c-]1c(=O)oc[n+]1C
1326,CC(=O)c1[nH+][c-](C#N)c(=O)o1
1327,CNC(=O)[c-]1[nH+]c(C(=O)OC)oc1=O
1328,C[c-]1[o+]noc1=O
1329,CC(=O)c1oc(=O)[cH-][n+]1C
1330,CC(=O)c1oc(=O)[c-](C(C)=O)[n+]1C
1331,COC(=O)[c-]1[o+]c(-c2ccccc2)oc1=O
1332,CC(=O)c1oc(=O)[c-](C)[o+]1
1333,CNC(=O)c1[nH+][c-](C(=O)NC)c(=O)o1
1334,CNC(=O)[c-]1c(=O)oc[n+]1C
1335,Cc1oc(=O)[n-][n+]1C
1336,CNC(=O)[c-]1[nH+]coc1=O
1337,O=c1[n-][nH+]c(-c2ccccc2)o1
1338,CC(=O)c1oc(=O)[c-](C)[o+]1
1339,CC(=O)c1[nH+][c-](-c2ccccc2)c(=O)o1
1340,O=c1[n-][o+]c(-c2ccccc2)o1
1341,CNC(=O)[c-]1c(=O)oc(C#N)[n+]1C
1342,CNC(=O)c1oc(=O)[c-](C#N)[o+]1
1343,COC(=O)[c-]1[nH+]c(-c2ccccc2)oc1=O
1344,COC(=O)c1oc(=O)[c-](C(C)=O)[n+]1C
1345,N#C[c-]1[nH+]c(-c2ccccc2)oc1=O
1346,CC(=O)[c-]1c(=O)oc(-c2ccccc2)[n+]1C
1347,CC(=O)[c-]1[o+]coc1=O
1348,COC(=O)c1oc(=O)[c-](C(C)=O)[o+]1
1349,C[n+]1c(C#N)oc(=O)[c-]1-c1ccccc1
1350,CNC(=O)c1[nH+][c-](C)c(=O)o1
1351,COC(=O)[c-]1c(=O)on[n+]1C
1352,Cc1[nH+][n-]c(=O)o1
1353,COC(=O)[c-]1[o+]c(C#N)oc1=O
1354,COC(=O)c1oc(=O)[c-](C#N)[n+]1C
1355,CNC(=O)[c-]1[o+]c(C)oc1=O
1356,CC(=O)c1[nH+][c-](C)c(=O)o1
1357,CNC(=O)c1oc(=O)[c-](C#N)[o+]1
1358,COC(=O)c1[nH+][c-](C(=O)OC)c(=O)o1
1359,CNC(=O)c1[nH+][c-](C#N)c(=O)o1
1360,CNC(=O)c1oc(=O)[n-][n+]1C
1361,CNC(=O)[c-]1c(=O)oc[n+]1C
1362,CC(=O)c1oc(=O)[c-](C(C)=O)[o+]1
1363,O=c1[n-][nH+]c(-c2ccccc2)o1
1364,COC(=O)c1oc(=O)[c-](C)[n+]1C
1365,COC(=O)[c-]1c(=O)oc[n+]1C
1366,COC(=O)[c-]1[o+]noc1=O
1367,Cc1oc(=O)[c-](-c2ccccc2)[n+]1C
1368,CC(=O)[c-]1c(=O)on[n+]1C
1369,COC(=O)[c-]1[nH+]coc1=O
