,dipolarophile
939,COC1(C(C)=O)C#CC(c2ccccc2)(c2ccccc2)CCCC1
940,CNC(=O)C1(Cl)C#CC(C(=O)NC)(C(=O)NC)CCCC1
941,CC1C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
942,FC1(F)C#CCCCCC1
943,CNC(=O)C1(Cl)C#CC(c2ccccc2)(c2ccccc2)CCCC1
944,CNC(=O)C1(C(F)(F)F)C#CC(C)(C)CCCC1
945,CNC(=O)C1(C(=O)NC)C#CC(C(C)=O)(c2ccccc2)CCCC1
946,COC1(C)C#CC(C)(C)CCCC1
947,CNC(=O)C1(C(=O)NC)C#CC(F)(C(=O)OC)CCCC1
948,COC(=O)C1(C#N)C#CC(C)(C)CCCC1
949,CNC(=O)C1(C(=O)NC)C#CC(C(C)=O)CCCC1
950,CC(=O)C1(C(C)=O)C#CC(C)(C#N)CCCC1
951,CNC(=O)C1(F)C#CC(C(=O)NC)(C(=O)NC)CCCC1
952,CC(=O)C1(c2ccccc2)C#CC(F)(F)CCCC1
953,COC1(C#N)C#CCCCCC1
954,COC(=O)C1(C(=O)OC)C#CC(Cl)(OC)CCCC1
955,CNC(=O)C1(C(=O)NC)C#CC(C#N)CCCC1
956,COC1(C(F)(F)F)C#CC(C(C)=O)(C(C)=O)CCCC1
957,CNC(=O)C1(C(F)(F)F)C#CC(C(=O)OC)(C(=O)OC)CCCC1
958,COC1C#CC(C#N)(C#N)CCCC1
959,N#CC1(Cl)C#CC(C#N)(C#N)CCCC1
960,FC(F)(F)C1(Cl)C#CC(Br)(Br)CCCC1
961,CNC(=O)C1(C)C#CC(C)(C)CCCC1
962,COC1(C(F)(F)F)C#CC(C)(C)CCCC1
963,COC(=O)C1(C(C)=O)C#CC(c2ccccc2)(c2ccccc2)CCCC1
964,FC1(F)C#CC(F)(F)CCCC1
965,CNC(=O)C1(C(=O)NC)C#CC(F)CCCC1
966,N#CC1C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
967,COC1(C#N)C#CC(OC)(OC)CCCC1
968,COC(=O)C1(C(=O)OC)C#CC(C)(C#N)CCCC1
969,CC(=O)C1(Cl)C#CCCCCC1
970,COC1(c2ccccc2)C#CC(Cl)(Cl)CCCC1
971,COC1(OC)C#CC(F)CCCC1
972,CNC(=O)C1(C(=O)NC)C#CC(OC)(C(F)(F)F)CCCC1
973,N#CC1(Cl)C#CC(Cl)(Cl)CCCC1
974,BrC1(Br)C#CC(c2ccccc2)(c2ccccc2)CCCC1
975,CNC(=O)C1(F)C#CC(C#N)(C#N)CCCC1
976,CNC(=O)C1(C(=O)NC)C#CC(F)(OC)CCCC1
977,COC(=O)C1(OC)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
978,N#CC1(C#N)C#CC(C#N)(c2ccccc2)CCCC1
979,CNC(=O)C1(C(=O)NC)C#CC(C)(C#N)CCCC1
980,CNC(=O)C1(C#N)C#CCCCCC1
981,N#CC1(C#N)C#CC(F)(Br)CCCC1
982,CC(=O)C1(Br)C#CC(Br)(Br)CCCC1
983,COC(=O)C1(F)C#CC(F)(F)CCCC1
984,COC(=O)C1(C(F)(F)F)C#CC(OC)(OC)CCCC1
985,FC1C#CC(F)(F)CCCC1
986,CNC(=O)C1(C(=O)NC)C#CC(C(C)=O)(C(C)=O)CCCC1
987,COC(=O)C1(c2ccccc2)C#CC(F)(F)CCCC1
988,COC(=O)C1(Cl)C#CC(Cl)(Cl)CCCC1
989,CNC(=O)C1(C(=O)OC)C#CC(C#N)(C#N)CCCC1
990,CNC(=O)C1(C#N)C#CC(C#N)(C#N)CCCC1
991,N#CC1(C#N)C#CC(Br)(Br)CCCC1
992,COC(=O)C1(C(=O)OC)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
993,COC1(C)C#CC(OC)(OC)CCCC1
994,CNC(=O)C1(C(=O)NC)C#CC(C)(C(C)=O)CCCC1
995,CC1(C(F)(F)F)C#CC(c2ccccc2)(c2ccccc2)CCCC1
996,CNC(=O)C1(C(C)=O)C#CC(F)(F)CCCC1
997,CC1(C)C#CC(Br)CCCC1
998,CC1(C)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
999,CC1(F)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1000,CC(=O)C1(C(F)(F)F)C#CC(F)(F)CCCC1
1001,CNC(=O)C1(C#N)C#CC(C(=O)NC)(C(=O)NC)CCCC1
1002,BrC1C#CC(Br)(Br)CCCC1
1003,COC1(c2ccccc2)C#CC(Br)(Br)CCCC1
1004,ClC1(Cl)C#CC(c2ccccc2)CCCC1
1005,CNC(=O)C1(C(=O)NC)C#CC(Br)(C(F)(F)F)CCCC1
1006,COC1(Cl)C#CCCCCC1
1007,CC1(C#N)C#CC(Cl)(Cl)CCCC1
1008,CC1(C)C#CC(F)(F)CCCC1
1009,COC(=O)C1(C(=O)OC)C#CC(C)(OC)CCCC1
1010,CC(=O)C1(F)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1011,CC1(C)C#CC(C)(C(F)(F)F)CCCC1
1012,COC(=O)C1(C)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1013,COC1(F)C#CC(C#N)(C#N)CCCC1
1014,CC1(C#N)C#CCCCCC1
1015,COC(=O)C1(OC)C#CC(F)(F)CCCC1
1016,CNC(=O)C1(C(C)=O)C#CC(C(C)=O)(C(C)=O)CCCC1
1017,CNC(=O)C1(C(=O)NC)C#CC(Br)(C(C)=O)CCCC1
1018,FC1(F)C#CC(F)(Br)CCCC1
1019,FC1(F)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1020,CC1(C#N)C#CC(Br)(Br)CCCC1
1021,CNC(=O)C1(C(=O)NC)C#CC(C(=O)OC)CCCC1
1022,CNC(=O)C1C#CC(C(C)=O)(C(C)=O)CCCC1
1023,CNC(=O)C1(C)C#CC(C(=O)NC)(C(=O)NC)CCCC1
1024,FC1(F)C#CC(c2ccccc2)CCCC1
1025,CNC(=O)C1(C(=O)NC)C#CC(C#N)(C#N)CCCC1
1026,CNC(=O)C1(F)C#CC(C(C)=O)(C(C)=O)CCCC1
1027,COC1(OC)C#CC(Br)(C#N)CCCC1
1028,CNC(=O)C1(C(=O)NC)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1029,CC1(C(F)(F)F)C#CC(C#N)(C#N)CCCC1
1030,CC(=O)C1(c2ccccc2)C#CC(Br)(Br)CCCC1
1031,BrC1(c2ccccc2)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1032,COC(=O)C1(Cl)C#CC(F)(F)CCCC1
1033,CNC(=O)C1(C)C#CC(Cl)(Cl)CCCC1
1034,N#CC1(F)C#CC(Br)(Br)CCCC1
1035,FC1(c2ccccc2)C#CCCCCC1
1036,FC1(F)C#CC(Br)CCCC1
1037,CC(=O)C1(C#N)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1038,CC(=O)C1(Br)C#CC(Cl)(Cl)CCCC1
1039,CC(=O)C1(C(C)=O)C#CC(F)(F)CCCC1
1040,COC(=O)C1(Br)C#CC(C#N)(C#N)CCCC1
1041,COC1(C(C)=O)C#CC(C#N)(C#N)CCCC1
1042,COC(=O)C1(C(=O)OC)C#CC(C)(F)CCCC1
1043,COC1(F)C#CC(C)(C)CCCC1
1044,CC1(Cl)C#CC(F)(F)CCCC1
1045,CC1(Br)C#CC(F)(F)CCCC1
1046,CC(=O)C1(C(C)=O)C#CC(c2ccccc2)CCCC1
1047,COC(=O)C1(C(C)=O)C#CC(C(=O)OC)(C(=O)OC)CCCC1
1048,N#CC1(C#N)C#CCCCCC1
1049,COC(=O)C1(OC)C#CC(Br)(Br)CCCC1
1050,COC1(OC)C#CC(F)(C(C)=O)CCCC1
1051,CC(=O)C1(C#N)C#CC(C#N)(C#N)CCCC1
1052,CC(=O)C1(C#N)C#CCCCCC1
1053,FC(F)(F)C1(Br)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1054,COC(=O)C1(Cl)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1055,CC(=O)C1(c2ccccc2)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1056,COC(=O)C1(C#N)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1057,CNC(=O)C1(C(F)(F)F)C#CCCCCC1
1058,FC(F)(F)C1(F)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1059,CNC(=O)C1(C(=O)OC)C#CC(F)(F)CCCC1
1060,COC(=O)C1(C(=O)OC)C#CC(F)(C#N)CCCC1
1061,CNC(=O)C1(C#N)C#CC(OC)(OC)CCCC1
1062,CC(=O)C1(C(F)(F)F)C#CC(Br)(Br)CCCC1
1063,N#CC1(C#N)C#CC(Br)(C(F)(F)F)CCCC1
1064,FC(F)(F)C1(c2ccccc2)C#CC(Cl)(Cl)CCCC1
1065,COC(=O)C1(OC)C#CC(C#N)(C#N)CCCC1
1066,CC(=O)C1(C(C)=O)C#CC(C)(Cl)CCCC1
1067,CC(=O)C1(F)C#CC(C(C)=O)(C(C)=O)CCCC1
1068,COC(=O)C1(C(=O)OC)C#CC(Br)(OC)CCCC1
1069,CNC(=O)C1(C(=O)OC)C#CCCCCC1
1070,N#CC1(C(F)(F)F)C#CC(Cl)(Cl)CCCC1
1071,CNC(=O)C1(C(F)(F)F)C#CC(F)(F)CCCC1
1072,CNC(=O)C1(Br)C#CC(Cl)(Cl)CCCC1
1073,COC1(c2ccccc2)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1074,N#CC1(C#N)C#CC(Cl)(c2ccccc2)CCCC1
1075,N#CC1(c2ccccc2)C#CC(Br)(Br)CCCC1
1076,FC(F)(F)C1(F)C#CC(Cl)(Cl)CCCC1
1077,COC(=O)C1(C(=O)OC)C#CC(OC)CCCC1
1078,COC1(C)C#CC(C#N)(C#N)CCCC1
1079,N#CC1C#CC(Cl)(Cl)CCCC1
1080,CNC(=O)C1(C(=O)NC)C#CC(Cl)CCCC1
1081,CNC(=O)C1(C(=O)NC)C#CC(C#N)(OC)CCCC1
1082,CNC(=O)C1(C(=O)NC)C#CC(C#N)(C(C)=O)CCCC1
1083,COC(=O)C1(c2ccccc2)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1084,N#CC1(C#N)C#CC(c2ccccc2)(C(F)(F)F)CCCC1
1085,CNC(=O)C1(C(=O)OC)C#CC(Br)(Br)CCCC1
1086,COC1(Br)C#CC(C)(C)CCCC1
1087,COC(=O)C1C#CC(C(C)=O)(C(C)=O)CCCC1
1088,FC1(Cl)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1089,BrC1(Br)C#CC(c2ccccc2)CCCC1
1090,BrC1(Br)C#CCCCCC1
1091,N#CC1(Br)C#CCCCCC1
1092,COC(=O)C1(C(C)=O)C#CCCCCC1
1093,COC1(Cl)C#CC(C)(C)CCCC1
1094,CNC(=O)C1(Br)C#CC(C(=O)NC)(C(=O)NC)CCCC1
1095,CNC(=O)C1(C(=O)NC)C#CC(C(C)=O)(C(F)(F)F)CCCC1
1096,CC(=O)C1(C#N)C#CC(F)(F)CCCC1
1097,CNC(=O)C1(C(C)=O)C#CC(C)(C)CCCC1
1098,COC(=O)C1(F)C#CC(C(=O)OC)(C(=O)OC)CCCC1
1099,FC1C#CC(c2ccccc2)(c2ccccc2)CCCC1
1100,CNC(=O)C1(c2ccccc2)C#CC(Br)(Br)CCCC1
1101,COC(=O)C1(Br)C#CC(C(=O)OC)(C(=O)OC)CCCC1
1102,COC1(OC)C#CC(C#N)(C#N)CCCC1
1103,N#CC1(C#N)C#CC(Cl)(Cl)CCCC1
1104,N#CC1(c2ccccc2)C#CCCCCC1
1105,CNC(=O)C1(C#N)C#CC(C(=O)OC)(C(=O)OC)CCCC1
1106,N#CC1(C#N)C#CC(C(F)(F)F)CCCC1
1107,CC1(C)C#CCCCCC1
1108,CC(=O)C1(c2ccccc2)C#CC(C)(C)CCCC1
1109,CC1(C)C#CC(Br)(C(F)(F)F)CCCC1
1110,CNC(=O)C1(C(F)(F)F)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1111,CNC(=O)C1(C(=O)NC)C#CC(Cl)(C(C)=O)CCCC1
1112,COC(=O)C1C#CCCCCC1
1113,CC(=O)C1(C#N)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1114,FC(F)(F)C1(Br)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1115,ClC1(c2ccccc2)C#CC(Br)(Br)CCCC1
1116,N#CC1(C#N)C#CC(C#N)(C#N)CCCC1
1117,CC(=O)C1(F)C#CC(Br)(Br)CCCC1
1118,CNC(=O)C1(C(=O)NC)C#CC(C(=O)OC)(C(=O)OC)CCCC1
1119,N#CC1(F)C#CCCCCC1
1120,CC(=O)C1(Cl)C#CC(F)(F)CCCC1
1121,COC(=O)C1(C(C)=O)C#CC(Br)(Br)CCCC1
1122,CNC(=O)C1(C(=O)NC)C#CC(OC)(C(C)=O)CCCC1
1123,COC1C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1124,CNC(=O)C1(C(=O)NC)C#CC(Br)(OC)CCCC1
1125,BrC1C#CC(c2ccccc2)(c2ccccc2)CCCC1
1126,CNC(=O)C1C#CC(c2ccccc2)(c2ccccc2)CCCC1
1127,CC(=O)C1C#CC(F)(F)CCCC1
1128,CNC(=O)C1(C(=O)NC)C#CC(C)(C(=O)OC)CCCC1
1129,CNC(=O)C1(C(=O)OC)C#CC(C)(C)CCCC1
1130,COC(=O)C1(C(=O)OC)C#CC(C)(C(C)=O)CCCC1
1131,CNC(=O)C1(Cl)C#CC(C#N)(C#N)CCCC1
1132,CNC(=O)C1(C(=O)OC)C#CC(Cl)(Cl)CCCC1
1133,CNC(=O)C1(C(=O)OC)C#CC(C(=O)OC)(C(=O)OC)CCCC1
1134,COC1(OC)C#CC(C)(Cl)CCCC1
1135,COC1(OC)C#CC(C(C)=O)(c2ccccc2)CCCC1
1136,CC(=O)C1(C)C#CC(C(C)=O)(C(C)=O)CCCC1
1137,CNC(=O)C1(Cl)C#CC(C(C)=O)(C(C)=O)CCCC1
1138,COC(=O)C1(C(=O)OC)C#CC(C#N)CCCC1
1139,CC1(C)C#CC(C#N)(C#N)CCCC1
1140,ClC1(Cl)C#CC(Cl)(Br)CCCC1
1141,CNC(=O)C1(C(=O)NC)C#CCCCCC1
1142,FC1(F)C#CC(F)(C(F)(F)F)CCCC1
1143,FC(F)(F)C1(c2ccccc2)C#CC(Br)(Br)CCCC1
1144,COC1(OC)C#CC(C)(C(F)(F)F)CCCC1
1145,CC1(Br)C#CCCCCC1
1146,COC(=O)C1(C(=O)OC)C#CC(C)(C(F)(F)F)CCCC1
1147,COC1(C#N)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1148,COC(=O)C1(C#N)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1149,CNC(=O)C1(C(=O)OC)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1150,CNC(=O)C1(OC)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1151,FC(F)(F)C1(C(F)(F)F)C#CCCCCC1
1152,CC(=O)C1(C#N)C#CC(Br)(Br)CCCC1
1153,CNC(=O)C1(C(=O)NC)C#CC(C)(c2ccccc2)CCCC1
1154,FC1C#CC(Cl)(Cl)CCCC1
1155,CNC(=O)C1(OC)C#CC(C(=O)NC)(C(=O)NC)CCCC1
1156,CNC(=O)C1(Br)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1157,CC1(F)C#CC(Br)(Br)CCCC1
1158,COC(=O)C1(F)C#CC(Br)(Br)CCCC1
1159,CNC(=O)C1(C(=O)OC)C#CC(OC)(OC)CCCC1
1160,COC1(C#N)C#CC(C#N)(C#N)CCCC1
1161,FC1(Br)C#CC(Br)(Br)CCCC1
1162,N#CC1(Br)C#CC(C#N)(C#N)CCCC1
1163,CC(=O)C1(Br)C#CC(C#N)(C#N)CCCC1
1164,CNC(=O)C1(C(=O)NC)C#CC(OC)(c2ccccc2)CCCC1
1165,CNC(=O)C1(OC)C#CC(C(=O)OC)(C(=O)OC)CCCC1
1166,CNC(=O)C1(C(C)=O)C#CC(Br)(Br)CCCC1
1167,CC1(C)C#CC(Cl)CCCC1
1168,COC(=O)C1(Br)C#CC(C)(C)CCCC1
1169,COC1(OC)C#CC(Cl)(Br)CCCC1
1170,CNC(=O)C1(Br)C#CCCCCC1
1171,COC1(C)C#CC(Cl)(Cl)CCCC1
1172,CC1(c2ccccc2)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1173,CC(=O)C1(Cl)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1174,COC(=O)C1(C(C)=O)C#CC(Cl)(Cl)CCCC1
1175,COC1C#CC(Cl)(Cl)CCCC1
1176,CC(=O)C1(Cl)C#CC(Br)(Br)CCCC1
1177,COC1(OC)C#CC(C#N)(C(F)(F)F)CCCC1
1178,CC1(C)C#CC(C(F)(F)F)CCCC1
1179,CC1(F)C#CCCCCC1
1180,FC1(F)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1181,COC(=O)C1(C(F)(F)F)C#CC(C#N)(C#N)CCCC1
1182,CNC(=O)C1(c2ccccc2)C#CC(C(=O)OC)(C(=O)OC)CCCC1
1183,CNC(=O)C1(F)C#CC(F)(F)CCCC1
1184,COC(=O)C1(C(=O)OC)C#CC(Cl)CCCC1
1185,ClC1C#CC(Br)(Br)CCCC1
1186,COC(=O)C1(Cl)C#CC(C)(C)CCCC1
1187,CC(=O)C1(C(C)=O)C#CC(F)(Br)CCCC1
1188,CC(=O)C1(C)C#CC(C)(C)CCCC1
1189,COC1(Br)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1190,CC(=O)C1(c2ccccc2)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1191,COC1(OC)C#CC(OC)(OC)CCCC1
1192,COC(=O)C1(C#N)C#CC(C(C)=O)(C(C)=O)CCCC1
1193,CNC(=O)C1(c2ccccc2)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1194,CNC(=O)C1(C(C)=O)C#CC(OC)(OC)CCCC1
1195,COC1C#CCCCCC1
1196,CNC(=O)C1(C(=O)NC)C#CC(c2ccccc2)(C(F)(F)F)CCCC1
1197,CC(=O)C1(c2ccccc2)C#CC(C#N)(C#N)CCCC1
1198,ClC1(c2ccccc2)C#CCCCCC1
1199,COC(=O)C1(F)C#CC(C)(C)CCCC1
1200,CNC(=O)C1(C(=O)NC)C#CC(OC)(OC)CCCC1
1201,FC(F)(F)C1C#CCCCCC1
1202,CC1(C)C#CC(Cl)(c2ccccc2)CCCC1
1203,CC1(C)C#CC(F)(c2ccccc2)CCCC1
1204,CNC(=O)C1(F)C#CC(C)(C)CCCC1
1205,COC1(c2ccccc2)C#CC(C(C)=O)(C(C)=O)CCCC1
1206,CNC(=O)C1(Br)C#CC(C(C)=O)(C(C)=O)CCCC1
1207,CC(=O)C1(c2ccccc2)C#CCCCCC1
1208,COC(=O)C1(C(F)(F)F)C#CC(F)(F)CCCC1
1209,CNC(=O)C1(Cl)C#CCCCCC1
1210,CC1(C)C#CC(C#N)(c2ccccc2)CCCC1
1211,CC1(C#N)C#CC(C#N)(C#N)CCCC1
1212,COC(=O)C1(c2ccccc2)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1213,CC(=O)C1(C(C)=O)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1214,ClC1C#CC(c2ccccc2)(c2ccccc2)CCCC1
1215,N#CC1(C#N)C#CC(Br)(c2ccccc2)CCCC1
1216,CNC(=O)C1(C)C#CC(OC)(OC)CCCC1
1217,CC(=O)C1(Br)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1218,COC1(c2ccccc2)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1219,FC1(F)C#CC(c2ccccc2)(C(F)(F)F)CCCC1
1220,CNC(=O)C1(C(=O)NC)C#CC(F)(C#N)CCCC1
1221,N#CC1(Cl)C#CCCCCC1
1222,N#CC1(c2ccccc2)C#CC(Cl)(Cl)CCCC1
1223,CC(=O)C1(C)C#CC(F)(F)CCCC1
1224,COC1(C)C#CC(C(C)=O)(C(C)=O)CCCC1
1225,CC(=O)C1(C)C#CC(C#N)(C#N)CCCC1
1226,COC(=O)C1C#CC(C)(C)CCCC1
1227,CC1(Br)C#CC(Cl)(Cl)CCCC1
1228,CNC(=O)C1(C#N)C#CC(Br)(Br)CCCC1
1229,COC1(Cl)C#CC(Br)(Br)CCCC1
1230,COC(=O)C1(C(=O)OC)C#CC(C#N)(c2ccccc2)CCCC1
1231,COC1C#CC(c2ccccc2)(c2ccccc2)CCCC1
1232,CC1(c2ccccc2)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1233,COC1(OC)C#CC(Br)(C(C)=O)CCCC1
1234,N#CC1(c2ccccc2)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1235,CC(=O)C1C#CC(Br)(Br)CCCC1
1236,CNC(=O)C1(OC)C#CC(F)(F)CCCC1
1237,CNC(=O)C1(C(=O)NC)C#CC(F)(Br)CCCC1
1238,COC(=O)C1(C(=O)OC)C#CC(Br)(Br)CCCC1
1239,COC1(OC)C#CC(C#N)(c2ccccc2)CCCC1
1240,CC(=O)C1(Br)C#CC(C(C)=O)(C(C)=O)CCCC1
1241,CNC(=O)C1(C)C#CC(Br)(Br)CCCC1
1242,COC1(C)C#CCCCCC1
1243,COC(=O)C1(C)C#CC(C#N)(C#N)CCCC1
1244,CNC(=O)C1(C(=O)NC)C#CC(F)(F)CCCC1
1245,C1#CC(c2ccccc2)(c2ccccc2)CCCCC1(c1ccccc1)c1ccccc1
1246,CNC(=O)C1(Br)C#CC(C)(C)CCCC1
1247,COC1(c2ccccc2)C#CC(C)(C)CCCC1
1248,COC(=O)C1(c2ccccc2)C#CC(OC)(OC)CCCC1
1249,COC1(OC)C#CC(F)(Cl)CCCC1
1250,CC(=O)C1C#CC(C(C)=O)(C(C)=O)CCCC1
1251,CNC(=O)C1(Br)C#CC(C#N)(C#N)CCCC1
1252,N#CC1(Cl)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1253,BrC1(c2ccccc2)C#CCCCCC1
1254,COC(=O)C1(F)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1255,CC1(C#N)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1256,CC(=O)C1C#CC(C#N)(C#N)CCCC1
1257,CC1(C)C#CC(C#N)(C(F)(F)F)CCCC1
1258,CC1(C)C#CC(F)CCCC1
1259,N#CC1(C(F)(F)F)C#CCCCCC1
1260,CNC(=O)C1(C(=O)NC)C#CC(c2ccccc2)CCCC1
1261,ClC1(Br)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1262,N#CC1(C#N)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1263,CNC(=O)C1(OC)C#CC(OC)(OC)CCCC1
1264,CC(=O)C1(C(C)=O)C#CC(F)(c2ccccc2)CCCC1
1265,CNC(=O)C1(c2ccccc2)C#CC(Cl)(Cl)CCCC1
1266,COC(=O)C1(c2ccccc2)C#CCCCCC1
1267,CNC(=O)C1(C(=O)NC)C#CC(Br)(C(=O)OC)CCCC1
1268,CNC(=O)C1(C)C#CCCCCC1
1269,CNC(=O)C1(C(=O)NC)C#CC(F)(C(C)=O)CCCC1
1270,CC1(C)C#CC(C)(C#N)CCCC1
1271,COC1(C(C)=O)C#CC(F)(F)CCCC1
1272,COC1(C(F)(F)F)C#CC(F)(F)CCCC1
1273,CNC(=O)C1(C)C#CC(F)(F)CCCC1
1274,CC(=O)C1(F)C#CC(Cl)(Cl)CCCC1
1275,FC(F)(F)C1(Br)C#CC(Br)(Br)CCCC1
1276,COC1(Br)C#CC(OC)(OC)CCCC1
1277,COC(=O)C1C#CC(c2ccccc2)(c2ccccc2)CCCC1
1278,COC(=O)C1(OC)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1279,COC(=O)C1(F)C#CC(C(C)=O)(C(C)=O)CCCC1
1280,COC(=O)C1(C)C#CC(C(C)=O)(C(C)=O)CCCC1
1281,FC(F)(F)C1(Br)C#CCCCCC1
1282,COC(=O)C1(C(F)(F)F)C#CC(Br)(Br)CCCC1
1283,CC(=O)C1(Br)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1284,CNC(=O)C1C#CC(F)(F)CCCC1
1285,CNC(=O)C1(Cl)C#CC(Cl)(Cl)CCCC1
1286,COC1(Br)C#CC(Cl)(Cl)CCCC1
1287,CC1(C)C#CC(C#N)CCCC1
1288,N#CC1C#CC(c2ccccc2)(c2ccccc2)CCCC1
1289,N#CC1(C#N)C#CC(F)(Cl)CCCC1
1290,COC(=O)C1(C(=O)OC)C#CC(F)(c2ccccc2)CCCC1
1291,CNC(=O)C1(C(=O)NC)C#CC(F)(c2ccccc2)CCCC1
1292,CNC(=O)C1(c2ccccc2)C#CC(F)(F)CCCC1
1293,COC1(C#N)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1294,CNC(=O)C1(C(=O)NC)C#CC(Cl)(c2ccccc2)CCCC1
1295,CNC(=O)C1(C(=O)NC)C#CC(Br)CCCC1
1296,CC(=O)C1(C(C)=O)C#CC(Br)CCCC1
1297,COC(=O)C1(Br)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1298,FC1(F)C#CC(Cl)(Cl)CCCC1
1299,COC(=O)C1(C(F)(F)F)C#CC(C)(C)CCCC1
1300,COC1(Cl)C#CC(OC)(OC)CCCC1
1301,CC(=O)C1(Br)C#CC(F)(F)CCCC1
1302,CNC(=O)C1(C)C#CC(C#N)(C#N)CCCC1
1303,CNC(=O)C1(Cl)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1304,COC(=O)C1(OC)C#CC(C)(C)CCCC1
1305,CC1(c2ccccc2)C#CC(C#N)(C#N)CCCC1
1306,COC(=O)C1(C#N)C#CC(C#N)(C#N)CCCC1
1307,CNC(=O)C1(C(=O)NC)C#CC(C(=O)NC)(C(F)(F)F)CCCC1
1308,CC(=O)C1(F)C#CC(F)(F)CCCC1
1309,COC(=O)C1C#CC(Br)(Br)CCCC1
1310,FC(F)(F)C1(Cl)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1311,COC1(C)C#CC(F)(F)CCCC1
1312,COC1(OC)C#CC(C#N)(C(C)=O)CCCC1
1313,COC(=O)C1(C(=O)OC)C#CC(Cl)(C(C)=O)CCCC1
1314,COC(=O)C1(C(F)(F)F)C#CCCCCC1
1315,CNC(=O)C1(C(C)=O)C#CCCCCC1
1316,CC(=O)C1C#CCCCCC1
1317,CC1(c2ccccc2)C#CCCCCC1
1318,COC(=O)C1(C(=O)OC)C#CC(C(=O)OC)(C(F)(F)F)CCCC1
1319,COC(=O)C1(C(C)=O)C#CC(OC)(OC)CCCC1
1320,COC(=O)C1(C(F)(F)F)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1321,COC1(OC)C#CC(F)(F)CCCC1
1322,COC1(C)C#CC(Br)(Br)CCCC1
1323,CC(=O)C1(C)C#CC(Br)(Br)CCCC1
1324,CNC(=O)C1(F)C#CC(C(=O)OC)(C(=O)OC)CCCC1
1325,COC(=O)C1(Br)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1326,CC(=O)C1(C(C)=O)C#CC(C)CCCC1
1327,CC(=O)C1(C(C)=O)C#CC(Br)(Br)CCCC1
1328,FC1(Cl)C#CCCCCC1
1329,CC1(C#N)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1330,COC1(C(C)=O)C#CCCCCC1
1331,CNC(=O)C1C#CC(Cl)(Cl)CCCC1
1332,COC1(Cl)C#CC(C(C)=O)(C(C)=O)CCCC1
1333,CNC(=O)C1(C(=O)NC)C#CC(C(=O)OC)(c2ccccc2)CCCC1
